Task_ID,Task_Description,Created_Date,Deadline,Est. Hours,Category,Priority,Class,Assigned_To
18549,Feel half career speak star collection.,2025-01-05,2025-01-07,9.82,Improvement,High,Admin,U07
18550,Ground available build official human gas.,2025-03-21,2025-03-29,5.53,Bug,Medium,Technical,U01
18551,Station sense good thought music we.,2025-03-05,2025-03-07,1.32,Improvement,High,Admin,U08
18552,Agreement situation if green and.,2025-05-13,2025-05-21,8.76,Feature,Low,Research,U06
18553,Interest our most around almost along air.,2025-01-22,2025-02-01,3.12,Feature,Medium,Support,U10
18554,Story free early method.,2025-05-12,2025-05-19,5.16,Feature,High,Research,U03
18555,Somebody statement item heavy computer single.,2025-04-28,2025-05-06,9.87,Improvement,Low,Support,U02
18556,Defense realize operation message many Democrat light.,2025-02-14,2025-02-16,1.24,Bug,Low,Technical,U09
18557,Election reality future pass wear clear.,2025-03-14,2025-03-17,2.36,Feature,High,Technical,U01
18558,Place describe nation Mr trade.,2025-01-03,2025-01-07,9.61,Bug,Low,Technical,U05
18559,Out education five exactly agreement yard.,2025-02-02,2025-02-12,8.18,Bug,Medium,Admin,U04
18560,The lead nation both radio music.,2025-04-07,2025-04-14,2.32,Feature,Low,Support,U07
18561,Matter pressure blood under sit allow concern.,2025-05-09,2025-05-19,7.92,Bug,Medium,Admin,U04
18562,Technology kid deep these religious yet matter.,2025-03-08,2025-03-10,7.62,Improvement,High,Technical,U10
18563,Feel make effort enter.,2025-03-21,2025-03-27,7.84,Improvement,High,Research,U06
18564,People manage task score.,2025-04-09,2025-04-13,5.25,Bug,High,Support,U09
18565,Set state vote beautiful back.,2025-05-05,2025-05-08,9.55,Improvement,Medium,Research,U06
18566,Budget mother education.,2025-02-04,2025-02-05,4.59,Improvement,High,Technical,U09
18567,Morning by capital.,2025-03-06,2025-03-07,4.08,Feature,High,Admin,U06
18568,Center every today party owner machine.,2025-01-22,2025-01-30,2.38,Feature,Low,Research,U10
18569,Fly tell be stuff.,2025-05-09,2025-05-10,3.92,Bug,High,Research,U03
18570,Leave necessary statement commercial nor front.,2025-01-06,2025-01-08,6.01,Feature,Medium,Technical,U08
18571,People sport experience only moment start scientist.,2025-04-13,2025-04-17,6.09,Bug,Medium,Admin,U10
18572,I real short sell threat go.,2025-01-25,2025-01-26,6.58,Improvement,Low,Technical,U10
18573,Congress model open anything.,2025-01-07,2025-01-08,2.56,Improvement,High,Research,U04
18574,Nor power call do performance can system.,2025-02-24,2025-02-27,9.02,Improvement,Medium,Support,U01
18575,At resource fly stuff activity only color.,2025-05-08,2025-05-14,2.69,Feature,Low,Support,U07
18576,Bit message charge his program whatever.,2025-01-29,2025-01-31,1.7,Bug,High,Technical,U08
18577,Range anything foreign left else card car.,2025-02-03,2025-02-04,9.44,Bug,Medium,Admin,U10
18578,Fly defense level relationship one.,2025-04-21,2025-04-27,8.38,Improvement,Medium,Support,U07
18579,Risk need certainly speak cell believe get performance.,2025-01-10,2025-01-20,4.19,Feature,Medium,Admin,U07
18580,They you lose discover.,2025-03-18,2025-03-23,3.1,Bug,High,Research,U07
18581,Cost onto yet development themselves say.,2025-02-16,2025-02-21,9.01,Bug,High,Technical,U08
18582,Although mouth bad effect card his table.,2025-04-01,2025-04-10,7.48,Bug,High,Support,U02
18583,Exist almost which candidate.,2025-04-27,2025-05-07,6.57,Bug,High,Support,U01
18584,Woman store such poor.,2025-02-07,2025-02-08,5.68,Feature,High,Technical,U03
18585,Good necessary yard full.,2025-04-15,2025-04-21,7.36,Feature,Medium,Support,U07
18586,Watch oil scientist answer perform.,2025-05-07,2025-05-14,6.96,Feature,High,Technical,U10
18587,Often ability hear happy past share.,2025-03-19,2025-03-28,9.75,Bug,Low,Research,U01
18588,Fact party worry kitchen energy.,2025-05-04,2025-05-11,3.22,Improvement,Medium,Support,U02
18589,Town you something voice.,2025-04-22,2025-04-24,9.61,Bug,Medium,Admin,U05
18590,Particularly technology boy answer.,2025-03-15,2025-03-17,6.53,Feature,Low,Research,U08
18591,Some measure anything economic fish stand rise.,2025-03-17,2025-03-23,2.45,Bug,Low,Technical,U05
18592,Could hear today play drop shake.,2025-05-03,2025-05-11,5.35,Improvement,Low,Technical,U07
18593,Green mission dark five particularly question billion.,2025-05-03,2025-05-11,8.56,Bug,Medium,Research,U10
18594,Card billion whom particular.,2025-02-17,2025-02-27,4.8,Feature,Medium,Support,U08
18595,Value know other relate close understand.,2025-03-26,2025-03-29,2.87,Improvement,Medium,Support,U03
18596,After from tend first power.,2025-03-24,2025-03-31,4.19,Bug,Medium,Admin,U09
18597,Area as food stuff family parent.,2025-05-04,2025-05-10,8.69,Feature,High,Research,U09
18598,Law value could itself staff reason stay.,2025-02-23,2025-03-03,9.78,Improvement,Low,Support,U03
18599,Shoulder market upon prepare pay.,2025-04-28,2025-05-07,1.17,Feature,High,Support,U10
18600,Character another live gun.,2025-04-20,2025-04-25,7.68,Feature,Low,Support,U09
18601,Offer least suggest arm street firm war still.,2025-03-27,2025-03-28,9.23,Bug,Medium,Admin,U01
18602,Lawyer away usually inside pressure name.,2025-04-27,2025-04-29,2.77,Improvement,Medium,Research,U02
18603,Key religious watch allow reveal election.,2025-04-09,2025-04-11,6.69,Feature,Medium,Admin,U05
18604,Society upon protect the civil.,2025-03-18,2025-03-22,9.51,Improvement,High,Research,U08
18605,Window realize let offer past.,2025-01-29,2025-02-03,8.36,Bug,Low,Admin,U03
18606,Go get condition environment.,2025-05-12,2025-05-16,5.75,Improvement,Low,Technical,U06
18607,Place follow my community dream.,2025-04-04,2025-04-05,6.85,Feature,Medium,Technical,U03
18608,Ago certain tree court drop however give.,2025-01-26,2025-01-28,1.88,Improvement,Low,Support,U05
18609,Agree station information water.,2025-02-28,2025-03-03,6.17,Feature,High,Admin,U07
18610,Nothing campaign whole kind bar share let.,2025-04-30,2025-05-05,2.58,Feature,Low,Admin,U07
18611,Cold develop most.,2025-03-30,2025-04-01,5.47,Feature,High,Support,U08
18612,Four of maintain performance our.,2025-01-16,2025-01-22,4.76,Feature,High,Research,U09
18613,How beautiful summer human story full last.,2025-01-20,2025-01-23,5.96,Improvement,Low,Admin,U08
18614,Community I data minute everybody.,2025-04-26,2025-05-01,9.29,Improvement,Low,Technical,U03
18615,Pm small discuss school total lot.,2025-01-08,2025-01-11,4.25,Improvement,Medium,Support,U05
18616,Administration when before black stand continue word person.,2025-02-19,2025-02-25,7.45,Feature,Medium,Technical,U03
18617,Hope whatever something.,2025-02-23,2025-02-27,2.48,Feature,High,Admin,U06
18618,Cover new necessary north director.,2025-01-06,2025-01-14,3.21,Feature,Medium,Admin,U09
18619,Attorney front into million we oil.,2025-01-09,2025-01-16,1.29,Feature,Low,Support,U10
18620,Card trip no option happy.,2025-03-04,2025-03-10,2.94,Feature,Medium,Admin,U10
18621,Natural actually shoulder democratic phone final.,2025-03-18,2025-03-26,6.01,Improvement,Low,Technical,U06
18622,Number question pass truth.,2025-02-21,2025-02-23,4.15,Improvement,Medium,Admin,U08
18623,Alone away step fire.,2025-03-30,2025-03-31,8.25,Bug,High,Technical,U03
18624,Large answer happen there worker.,2025-03-08,2025-03-15,4.85,Feature,Low,Research,U08
18625,Off direction world be have force.,2025-02-01,2025-02-10,8.4,Feature,Low,Research,U03
18626,Perform keep gun window if citizen term scientist.,2025-05-07,2025-05-10,2.79,Feature,Low,Research,U05
18627,Energy whether hundred thousand ten either war.,2025-02-28,2025-03-05,3.2,Feature,Low,Research,U06
18628,Number marriage training see help walk.,2025-03-20,2025-03-26,4.54,Feature,Low,Research,U01
18629,Stage majority scientist thousand those.,2025-02-08,2025-02-10,5.53,Bug,Low,Support,U05
18630,Study above wrong language media.,2025-03-03,2025-03-07,5.94,Improvement,Medium,Technical,U02
18631,Writer hospital another argue soldier.,2025-01-19,2025-01-20,5.54,Improvement,Low,Technical,U02
18632,Quality environmental past foreign economy agent.,2025-02-25,2025-03-04,6.45,Improvement,Low,Support,U08
18633,Drive gas we notice blood.,2025-01-16,2025-01-21,5.12,Improvement,High,Technical,U02
18634,Oil change choose pretty space.,2025-03-24,2025-03-30,1.49,Bug,High,Support,U10
18635,Put find alone already newspaper positive marriage.,2025-04-14,2025-04-19,9.45,Feature,High,Research,U08
18636,Interesting nothing quite read sure.,2025-01-08,2025-01-15,1.35,Feature,Medium,Support,U08
18637,Particularly show another hit.,2025-04-16,2025-04-22,8.14,Improvement,Low,Support,U01
18638,Nor wide school glass yard.,2025-05-12,2025-05-21,1.16,Bug,Low,Admin,U07
18639,It girl life church can yet at.,2025-01-23,2025-01-31,5.31,Feature,Low,Support,U08
18640,Create sister left.,2025-03-24,2025-03-30,9.25,Improvement,Medium,Technical,U07
18641,Right send Mrs.,2025-04-03,2025-04-12,6.37,Bug,Medium,Technical,U10
18642,Similar because add who number assume either.,2025-04-20,2025-04-28,7.87,Bug,Low,Admin,U08
18643,World enter finally sound citizen fire certainly.,2025-05-09,2025-05-12,6.43,Bug,High,Technical,U02
18644,Carry adult from season job.,2025-01-15,2025-01-19,3.51,Improvement,High,Support,U05
18645,Example region fear war conference center administration.,2025-01-07,2025-01-10,5.49,Feature,Medium,Admin,U04
18646,Paper maybe success animal feel man cover.,2025-03-21,2025-03-26,3.59,Bug,Medium,Technical,U01
18647,Small enough similar information another ball maybe.,2025-03-30,2025-04-05,8.09,Bug,High,Research,U04
18648,Among know beat benefit.,2025-04-14,2025-04-16,6.2,Improvement,High,Support,U03
18649,Sense appear live across anyone.,2025-02-12,2025-02-22,7.71,Improvement,High,Admin,U06
18650,Fall once western might item.,2025-01-04,2025-01-13,9.79,Feature,Medium,Admin,U09
18651,Nearly daughter teach.,2025-03-19,2025-03-21,3.11,Bug,Medium,Admin,U08
18652,Sing middle their contain.,2025-02-07,2025-02-17,9.23,Feature,Medium,Admin,U10
18653,Which toward if.,2025-04-04,2025-04-09,4.19,Bug,High,Research,U10
18654,Especially who it candidate yet ok.,2025-02-01,2025-02-08,4.65,Feature,Low,Admin,U04
18655,Officer chance get process beautiful thus.,2025-05-11,2025-05-17,4.35,Feature,Medium,Admin,U09
18656,Western fall possible material by trip always nation.,2025-03-06,2025-03-15,5.72,Bug,Medium,Admin,U10
18657,Unit interview health affect every positive international final.,2025-01-11,2025-01-14,6.45,Improvement,Medium,Technical,U05
18658,One should enter weight forward thing star.,2025-02-28,2025-03-05,2.85,Improvement,Medium,Support,U07
18659,Quality sort husband.,2025-05-12,2025-05-21,2.81,Improvement,Low,Research,U02
18660,Dog ten size politics.,2025-04-02,2025-04-10,5.71,Improvement,Low,Support,U04
18661,National term man arm international despite yes.,2025-01-04,2025-01-13,2.43,Improvement,High,Support,U05
18662,Woman would together.,2025-04-09,2025-04-16,3.19,Improvement,Low,Admin,U04
18663,Size protect trial cost material.,2025-04-15,2025-04-21,7.11,Bug,Low,Research,U05
18664,Mrs under energy benefit politics political.,2025-03-15,2025-03-20,6.2,Bug,High,Research,U01
18665,Challenge our second.,2025-03-19,2025-03-28,3.4,Bug,High,Support,U02
18666,Country listen seek later attack night.,2025-01-28,2025-02-01,1.94,Improvement,Low,Admin,U03
18667,Experience word still kind report.,2025-04-26,2025-05-03,5.21,Bug,High,Research,U07
18668,Decide growth owner out.,2025-03-30,2025-04-08,5.06,Feature,Medium,Research,U01
18669,Talk range protect base operation board.,2025-02-11,2025-02-12,3.81,Feature,Medium,Support,U03
18670,Training enough could per small unit.,2025-04-30,2025-05-08,1.23,Improvement,High,Admin,U05
18671,Chance gas sort several history indicate.,2025-02-22,2025-03-02,8.85,Feature,Low,Technical,U03
18672,Really unit seven father treatment allow land.,2025-01-05,2025-01-06,4.39,Feature,High,Technical,U10
18673,Different beat even charge.,2025-04-02,2025-04-05,7.06,Bug,Low,Technical,U04
18674,Sense right answer traditional full.,2025-02-09,2025-02-19,5.91,Feature,Medium,Research,U04
18675,Human effect next college process many close.,2025-05-06,2025-05-13,1.84,Bug,High,Support,U06
18676,Voice chair beat live study knowledge discuss trade.,2025-04-21,2025-04-25,5.37,Bug,Low,Support,U05
18677,Film grow along since public girl.,2025-03-01,2025-03-09,7.01,Bug,Medium,Admin,U02
18678,Phone increase try.,2025-02-23,2025-03-04,4.6,Improvement,Low,Admin,U05
18679,Book blue old yeah dog hair knowledge.,2025-03-13,2025-03-17,3.56,Improvement,High,Admin,U04
18680,Size red interesting tax late both long.,2025-01-04,2025-01-09,7.64,Bug,Medium,Support,U04
18681,Edge where expert point decision.,2025-01-09,2025-01-10,6.67,Bug,Medium,Research,U08
18682,Exist process beat well middle light difference.,2025-02-20,2025-03-02,3.08,Feature,High,Research,U09
18683,Food measure society.,2025-01-24,2025-01-28,3.98,Bug,High,Support,U03
18684,Cut everyone nor him up lead.,2025-04-27,2025-05-07,3.58,Bug,Low,Research,U03
18685,Back court page between.,2025-01-30,2025-02-01,4.18,Improvement,Medium,Support,U03
18686,These tonight their policy.,2025-04-27,2025-05-05,3.17,Feature,High,Technical,U10
18687,Agency exactly leg practice best.,2025-01-12,2025-01-18,7.95,Bug,High,Support,U09
18688,Class back culture build meet student.,2025-03-26,2025-03-30,6.19,Bug,Low,Support,U07
18689,Such while science interest I every.,2025-04-03,2025-04-06,3.38,Improvement,Medium,Admin,U01
18690,Allow according concern hospital huge so fund.,2025-04-22,2025-05-01,2.5,Feature,Low,Support,U06
18691,West visit tell assume play another voice interest.,2025-01-10,2025-01-18,4.79,Improvement,Medium,Support,U01
18692,Business a involve serve occur.,2025-02-18,2025-02-26,1.91,Improvement,High,Support,U10
18693,Beyond me politics him individual final.,2025-05-10,2025-05-11,2.01,Feature,Medium,Technical,U05
18694,Have role structure difficult cold.,2025-05-03,2025-05-11,4.18,Improvement,Low,Support,U04
18695,Report important star process.,2025-03-20,2025-03-28,9.59,Feature,Medium,Research,U05
18696,Yes know fight discussion their for live.,2025-01-23,2025-02-02,8.89,Improvement,High,Support,U07
18697,Play mention cut gun whole.,2025-01-09,2025-01-15,5.95,Improvement,Medium,Technical,U10
18698,Inside without second maintain.,2025-05-02,2025-05-07,9.34,Feature,Medium,Technical,U01
18699,News cultural difference read.,2025-01-28,2025-01-30,8.49,Improvement,Medium,Admin,U06
18700,Take thank them case.,2025-05-02,2025-05-05,7.51,Feature,High,Support,U08
18701,Charge miss training away between.,2025-04-22,2025-04-27,3.29,Bug,High,Admin,U07
18702,Lay state military inside better.,2025-02-11,2025-02-13,2.31,Feature,Medium,Admin,U09
18703,News window vote then.,2025-01-14,2025-01-19,8.52,Feature,High,Support,U08
18704,View base summer order over bag.,2025-01-25,2025-02-02,7.36,Feature,Medium,Support,U03
18705,Walk range quality financial.,2025-01-24,2025-01-25,4.63,Feature,Medium,Support,U10
18706,Stand show claim design record feeling notice find.,2025-02-11,2025-02-15,1.32,Improvement,High,Technical,U08
18707,Show process board star sometimes.,2025-02-13,2025-02-15,2.83,Improvement,Low,Support,U06
18708,Book scene attention effect yourself civil.,2025-01-25,2025-01-29,4.19,Improvement,Medium,Technical,U05
18709,Realize indeed recent form.,2025-02-06,2025-02-14,7.53,Improvement,Medium,Technical,U09
18710,Debate rich back because summer.,2025-03-05,2025-03-10,9.98,Improvement,Low,Admin,U06
18711,Between boy any seem us.,2025-05-05,2025-05-06,9.28,Feature,Medium,Technical,U01
18712,Way police need citizen myself interview.,2025-02-28,2025-03-07,5.33,Improvement,Medium,Technical,U08
18713,Light nothing away property cut too.,2025-04-26,2025-05-05,7.67,Improvement,High,Research,U07
18714,This meeting ok.,2025-01-15,2025-01-24,3.72,Feature,Low,Admin,U02
18715,Thought compare affect provide also ask across.,2025-01-25,2025-02-04,1.43,Improvement,Medium,Admin,U02
18716,Cause trip language anyone realize network democratic.,2025-05-05,2025-05-07,7.9,Bug,Medium,Support,U10
18717,Them moment area case change.,2025-05-12,2025-05-15,3.11,Bug,Low,Research,U05
18718,Develop year system step.,2025-03-01,2025-03-09,2.98,Improvement,High,Research,U06
18719,Property when hair explain score usually could.,2025-05-11,2025-05-12,6.85,Improvement,Low,Admin,U06
18720,Recent discuss nor draw cultural.,2025-04-18,2025-04-26,4.21,Bug,High,Support,U03
18721,Common happy child.,2025-02-27,2025-03-07,6.04,Improvement,Medium,Support,U10
18722,Authority always ball cold through.,2025-01-16,2025-01-18,8.19,Improvement,High,Technical,U04
18723,Few herself believe apply seem fine serious.,2025-04-25,2025-05-04,4.43,Improvement,High,Technical,U10
18724,Line dream already ready offer.,2025-04-12,2025-04-15,3.88,Improvement,Low,Research,U03
18725,Produce total model attack traditional off.,2025-02-07,2025-02-09,6.66,Improvement,High,Research,U01
18726,Recent attorney blood recent degree.,2025-05-02,2025-05-09,2.95,Improvement,Medium,Technical,U09
18727,Mr teach miss wind.,2025-03-19,2025-03-20,8.02,Improvement,Medium,Admin,U10
18728,Single term management fact type.,2025-02-19,2025-02-20,9.33,Bug,Low,Technical,U07
18729,Writer at important claim tax alone.,2025-03-28,2025-04-01,5.9,Bug,Low,Research,U05
18730,Will indeed stage thought house.,2025-01-04,2025-01-07,7.85,Improvement,High,Support,U09
18731,Reflect organization book animal lead talk.,2025-03-03,2025-03-08,6.16,Bug,Medium,Support,U04
18732,Individual top agree growth.,2025-04-20,2025-04-29,3.99,Feature,Medium,Research,U01
18733,Officer major television less.,2025-03-09,2025-03-11,2.72,Feature,High,Research,U01
18734,Rule any throw look work about term.,2025-03-28,2025-04-04,5.92,Feature,Medium,Technical,U03
18735,Capital other begin traditional.,2025-02-13,2025-02-17,8.92,Feature,Medium,Support,U10
18736,Study near keep here.,2025-04-08,2025-04-17,5.76,Feature,High,Admin,U08
18737,Likely official positive be green four.,2025-01-01,2025-01-11,5.98,Feature,Low,Technical,U02
18738,Unit discuss mention reason he.,2025-05-03,2025-05-10,2.02,Bug,Low,Research,U09
18739,Campaign any picture cut.,2025-01-13,2025-01-16,4.64,Feature,Medium,Research,U07
18740,Notice throw expert play either.,2025-02-15,2025-02-16,8.47,Bug,Low,Support,U05
18741,Gun establish eye write likely.,2025-02-20,2025-02-22,8.86,Feature,Medium,Support,U02
18742,Create physical range state my production bring.,2025-02-01,2025-02-08,8.88,Feature,High,Admin,U04
18743,Safe environment matter try shake.,2025-02-01,2025-02-04,2.75,Feature,Medium,Admin,U04
18744,Even help herself drug movement.,2025-03-14,2025-03-15,2.61,Feature,Low,Technical,U09
18745,High city seat set likely boy on.,2025-02-17,2025-02-19,7.15,Bug,Medium,Technical,U07
18746,Receive product public main.,2025-02-04,2025-02-05,8.69,Feature,Low,Research,U01
18747,Suddenly big then.,2025-04-05,2025-04-06,8.89,Improvement,High,Research,U01
18748,Couple western have player remember individual statement money.,2025-03-27,2025-04-01,7.16,Improvement,Medium,Support,U01
18749,Democratic much decide open.,2025-02-08,2025-02-10,4.44,Feature,High,Support,U08
18750,Professor here political poor quite live.,2025-02-05,2025-02-07,4.31,Improvement,High,Support,U01
18751,Others eat difference difference.,2025-05-07,2025-05-11,6.53,Improvement,High,Support,U02
18752,Onto remember along artist.,2025-01-14,2025-01-22,2.62,Bug,High,Admin,U05
18753,Institution reduce capital society drop.,2025-01-04,2025-01-14,6.82,Improvement,Medium,Technical,U03
18754,About purpose drug compare out while all fly.,2025-02-07,2025-02-11,3.16,Bug,Low,Admin,U04
18755,Ability according audience night.,2025-01-13,2025-01-23,8.92,Bug,High,Technical,U05
18756,Under get appear church physical four.,2025-01-15,2025-01-20,6.35,Feature,High,Support,U04
18757,Wonder source ball run many cause.,2025-01-10,2025-01-16,9.79,Improvement,Low,Admin,U03
18758,Guy be study loss.,2025-01-09,2025-01-19,4.6,Feature,Low,Research,U09
18759,Knowledge paper candidate clear.,2025-04-17,2025-04-23,5.28,Feature,Medium,Technical,U10
18760,Parent trip from street.,2025-04-02,2025-04-07,6.63,Bug,Medium,Support,U02
18761,System home just nothing high today hour drive.,2025-01-03,2025-01-09,4.6,Bug,High,Admin,U09
18762,Yard turn more coach full maybe station.,2025-01-10,2025-01-14,4.5,Feature,Low,Admin,U08
18763,Even throughout factor travel.,2025-03-13,2025-03-20,1.99,Bug,High,Research,U01
18764,Summer carry response owner.,2025-04-13,2025-04-15,6.26,Improvement,Medium,Admin,U03
18765,Late like outside cover white often thought.,2025-03-11,2025-03-17,6.59,Feature,Medium,Admin,U08
18766,By garden alone sure beat partner really college.,2025-01-20,2025-01-23,7.17,Improvement,Medium,Support,U09
18767,Stock speak better glass everybody new country.,2025-02-22,2025-03-03,7.09,Feature,Low,Technical,U02
18768,And style message back let.,2025-04-24,2025-05-04,8.85,Feature,Medium,Research,U01
18769,Main store by crime reality.,2025-03-24,2025-03-26,5.72,Feature,Medium,Research,U07
18770,Sign suffer analysis upon majority whole.,2025-03-06,2025-03-10,2.08,Bug,Medium,Research,U08
18771,Purpose position discover despite trip according daughter.,2025-01-07,2025-01-10,9.35,Feature,High,Support,U01
18772,Phone teach reach however herself million commercial in.,2025-02-12,2025-02-17,3.13,Bug,Low,Research,U01
18773,Down direction agree number line run reduce.,2025-01-30,2025-02-07,7.6,Bug,Medium,Technical,U01
18774,War pass size.,2025-01-04,2025-01-09,8.33,Feature,High,Support,U04
18775,Shoulder production act important modern talk evening.,2025-01-02,2025-01-10,1.15,Improvement,Medium,Technical,U08
18776,Him learn future forward not discover successful.,2025-02-15,2025-02-22,8.62,Improvement,High,Admin,U07
18777,Bag accept region commercial deep big speech truth.,2025-04-06,2025-04-14,1.64,Improvement,High,Admin,U07
18778,Police main member foot.,2025-05-07,2025-05-10,1.49,Improvement,Low,Technical,U06
18779,Attention approach herself animal window thousand.,2025-03-06,2025-03-10,2.77,Feature,Medium,Research,U08
18780,Wrong main city year quite its almost.,2025-01-30,2025-02-08,8.31,Feature,Medium,Research,U03
18781,Type issue form within exist make media.,2025-02-06,2025-02-07,5.92,Improvement,Medium,Technical,U09
18782,Be yeah agency identify billion work.,2025-04-24,2025-05-02,6.46,Feature,High,Support,U06
18783,However same safe difference.,2025-02-26,2025-02-28,1.85,Feature,High,Technical,U10
18784,Environment hit practice the cause.,2025-04-26,2025-04-29,8.81,Feature,Low,Technical,U02
18785,Save must article beautiful.,2025-03-09,2025-03-18,2.2,Improvement,High,Support,U07
18786,Civil time page these.,2025-05-09,2025-05-17,3.96,Feature,Low,Support,U06
18787,Probably student behavior authority save lead down break.,2025-02-22,2025-02-27,9.92,Bug,Medium,Admin,U03
18788,Billion wish activity star teacher.,2025-05-10,2025-05-20,8.31,Bug,Medium,Technical,U05
18789,Nice question my own this nation.,2025-04-08,2025-04-16,4.5,Improvement,Low,Support,U05
18790,Raise finish actually least make identify investment.,2025-03-23,2025-03-27,6.61,Feature,Medium,Technical,U08
18791,National get whether break that role history.,2025-04-10,2025-04-11,4.99,Improvement,Medium,Technical,U04
18792,That list political control social amount.,2025-01-24,2025-02-02,5.98,Feature,High,Support,U03
18793,Radio popular sea we traditional about.,2025-04-14,2025-04-24,2.37,Bug,High,Support,U10
18794,Remain arrive approach bag.,2025-01-28,2025-02-01,8.29,Feature,Low,Support,U07
18795,Pressure happen line very environmental.,2025-03-31,2025-04-09,9.94,Improvement,Low,Support,U05
18796,Cut over government bed fly especially late.,2025-04-06,2025-04-10,7.03,Improvement,Low,Technical,U07
18797,Bad evidence behavior much entire.,2025-02-08,2025-02-10,8.3,Bug,High,Support,U02
18798,Place agree shoulder law probably they still go.,2025-02-12,2025-02-21,3.35,Bug,Low,Research,U09
18799,Hair particularly state.,2025-02-17,2025-02-19,6.13,Bug,High,Technical,U04
18800,Source if religious official with.,2025-04-11,2025-04-19,7.9,Bug,Medium,Technical,U02
18801,Impact system before treatment.,2025-03-20,2025-03-30,9.49,Bug,High,Research,U04
18802,Interest million baby center machine else drive.,2025-03-04,2025-03-07,9.64,Feature,Low,Admin,U03
18803,Entire else performance real value executive her.,2025-01-20,2025-01-28,4.86,Improvement,High,Support,U03
18804,Eye very yard worry one.,2025-04-04,2025-04-14,6.48,Feature,Low,Admin,U02
18805,Loss hospital happy since give girl investment.,2025-02-06,2025-02-11,9.0,Feature,Low,Admin,U01
18806,Think be special ability among class.,2025-02-19,2025-02-22,7.89,Feature,Medium,Admin,U06
18807,Almost military television herself door behind.,2025-03-13,2025-03-21,1.88,Feature,High,Admin,U10
18808,Attention weight including central.,2025-02-08,2025-02-17,9.99,Improvement,Low,Support,U03
18809,Such military try probably off.,2025-01-18,2025-01-21,2.05,Feature,Medium,Research,U06
18810,In task author away response hotel lot.,2025-03-19,2025-03-22,4.17,Improvement,High,Admin,U07
18811,Quite condition Mrs board eye change yes break.,2025-03-30,2025-04-03,7.45,Bug,Medium,Support,U10
18812,Wall forward again three.,2025-01-08,2025-01-09,7.06,Improvement,High,Support,U09
18813,Because relationship quickly property skin.,2025-04-25,2025-04-27,6.95,Feature,Medium,Research,U02
18814,Lose take surface beyond face necessary.,2025-01-05,2025-01-14,8.49,Bug,High,Support,U02
18815,Staff choose seven value factor loss garden.,2025-01-25,2025-01-26,3.97,Improvement,High,Admin,U08
18816,Coach box include civil physical once.,2025-04-11,2025-04-12,5.16,Feature,Low,Research,U01
18817,Campaign agree color Republican need trouble serious enter.,2025-01-07,2025-01-11,5.88,Improvement,Medium,Research,U04
18818,Forward under must number.,2025-04-28,2025-05-05,2.1,Bug,Low,Support,U06
18819,Option behavior area PM now rather discuss.,2025-04-14,2025-04-23,6.82,Improvement,Medium,Admin,U06
18820,Put civil when push.,2025-03-28,2025-04-06,2.35,Bug,Low,Research,U01
18821,Including foreign wide sometimes ready position.,2025-03-10,2025-03-13,9.13,Improvement,Low,Support,U05
18822,School we together.,2025-04-12,2025-04-18,1.46,Improvement,High,Research,U03
18823,But enough visit here.,2025-03-10,2025-03-20,7.2,Improvement,High,Technical,U06
18824,Improve onto finally join.,2025-05-03,2025-05-12,3.14,Feature,Low,Research,U04
18825,Create involve tell drop within stuff mean.,2025-03-21,2025-03-30,9.44,Improvement,Medium,Support,U02
18826,Protect score our card.,2025-03-31,2025-04-10,9.78,Improvement,Medium,Admin,U05
18827,Leave the age.,2025-04-02,2025-04-07,2.9,Bug,High,Research,U09
18828,All nothing must those sometimes.,2025-02-08,2025-02-11,1.86,Improvement,Low,Research,U09
18829,Either staff way be pull western.,2025-05-02,2025-05-03,2.25,Improvement,Medium,Research,U03
18830,Institution thank knowledge table worker the.,2025-03-16,2025-03-19,1.81,Bug,High,Technical,U10
18831,Government school clearly seven.,2025-03-20,2025-03-28,1.7,Improvement,High,Admin,U01
18832,Team learn course understand.,2025-02-15,2025-02-17,5.21,Feature,High,Admin,U10
18833,Teacher worker lot part before dog goal lot.,2025-02-16,2025-02-26,1.31,Bug,Low,Admin,U04
18834,Remain either blood me.,2025-04-02,2025-04-05,6.72,Feature,High,Support,U05
18835,College specific answer education.,2025-01-16,2025-01-25,3.48,Feature,Medium,Research,U01
18836,Animal again affect American information movement run go.,2025-02-23,2025-02-28,3.23,Feature,Medium,Technical,U09
18837,Environmental also former same above event try.,2025-02-14,2025-02-18,2.38,Improvement,Medium,Research,U04
18838,Bring happy race study staff I fact until.,2025-03-21,2025-03-28,1.65,Feature,Medium,Technical,U10
18839,Join option group produce.,2025-03-27,2025-04-03,5.67,Improvement,Medium,Research,U05
18840,Three federal new piece theory environment group.,2025-04-30,2025-05-03,9.68,Improvement,Medium,Support,U08
18841,Watch across let.,2025-02-20,2025-02-28,8.95,Improvement,High,Research,U08
18842,Peace to ever think car region.,2025-01-21,2025-01-23,1.31,Feature,Low,Admin,U03
18843,Resource nearly among exactly deal other positive.,2025-01-24,2025-02-03,4.8,Bug,Low,Admin,U08
18844,Without strong another drive politics.,2025-01-27,2025-02-04,1.8,Improvement,High,Technical,U04
18845,Instead hold none throughout recently.,2025-05-01,2025-05-10,3.01,Improvement,Medium,Technical,U04
18846,Left seem service campaign agree president.,2025-02-24,2025-03-01,9.64,Bug,Low,Research,U04
